X_Coordinate,Y_Coordinate,Z_Coordinate,Failure_Probability,CI_Lower,CI_Upper,Node_ID
3.948152e+03,1.367922e+03,-3.047214e+03,8.560453e-03,7.248548e-03,9.872358e-03,1
3.800000e+03,1.430859e+03,-3.051063e+03,7.645618e-03,6.344596e-03,8.946639e-03,2
3.800000e+03,1.200000e+03,-3.049015e+03,8.193740e-03,6.886327e-03,9.501153e-03,3
3.948144e+03,1.367924e+03,-3.033762e+03,9.662644e-03,8.335518e-03,1.098977e-02,4
3.800000e+03,1.430855e+03,-3.037680e+03,7.290684e-03,5.993519e-03,8.587850e-03,5
3.800000e+03,1.200000e+03,-3.035812e+03,8.573989e-03,7.261913e-03,9.886065e-03,6
4.030740e+03,1.200000e+03,-3.030385e+03,9.395456e-03,8.072211e-03,1.071870e-02,7
4.030742e+03,1.200000e+03,-3.043763e+03,9.228771e-03,7.907809e-03,1.054973e-02,8
3.948136e+03,1.367926e+03,-3.020310e+03,1.041099e-02,9.071645e-03,1.175033e-02,9
3.800000e+03,1.430850e+03,-3.024296e+03,7.695342e-03,6.393727e-03,8.996956e-03,10
3.800000e+03,1.200000e+03,-3.022610e+03,9.126067e-03,7.806673e-03,1.044546e-02,11
4.030738e+03,1.200000e+03,-3.017007e+03,9.292611e-03,7.970941e-03,1.061428e-02,12
3.966594e+03,1.546782e+03,-3.048468e+03,8.504741e-03,7.193549e-03,9.815934e-03,13
3.800000e+03,1.661719e+03,-3.053170e+03,7.544910e-03,6.245001e-03,8.844818e-03,14
3.966577e+03,1.546791e+03,-3.034867e+03,9.351291e-03,8.028806e-03,1.067378e-02,15
3.800000e+03,1.661711e+03,-3.039655e+03,6.788294e-03,5.496318e-03,8.080269e-03,16
4.150066e+03,1.410368e+03,-3.029555e+03,8.748220e-03,7.433882e-03,1.006256e-02,17
4.150071e+03,1.410372e+03,-3.043214e+03,8.992178e-03,7.674567e-03,1.030979e-02,18
4.261526e+03,1.200000e+03,-3.041599e+03,9.024164e-03,7.706086e-03,1.034224e-02,19
4.261523e+03,1.200000e+03,-3.027993e+03,8.661080e-03,7.347856e-03,9.974303e-03,20
3.948129e+03,1.367929e+03,-3.006859e+03,1.096193e-02,9.612396e-03,1.231145e-02,21
3.800000e+03,1.430846e+03,-3.010913e+03,8.715274e-03,7.401465e-03,1.002908e-02,22
3.800000e+03,1.200000e+03,-3.009407e+03,1.031944e-02,8.981192e-03,1.165769e-02,23
4.030736e+03,1.200000e+03,-3.003629e+03,9.042757e-03,7.724606e-03,1.036091e-02,24
3.966559e+03,1.546800e+03,-3.021265e+03,9.957826e-03,8.626246e-03,1.128941e-02,25
3.800000e+03,1.661702e+03,-3.026140e+03,7.011357e-03,5.717128e-03,8.305586e-03,26
4.150060e+03,1.410364e+03,-3.015896e+03,8.256712e-03,6.948573e-03,9.564851e-03,27
4.261521e+03,1.200000e+03,-3.014386e+03,8.273445e-03,6.965101e-03,9.581788e-03,28
3.991569e+03,1.770527e+03,-3.047565e+03,8.447060e-03,7.136592e-03,9.757528e-03,29
3.800000e+03,1.892585e+03,-3.051630e+03,7.747755e-03,6.445598e-03,9.049913e-03,30
3.991545e+03,1.770525e+03,-3.034167e+03,9.035040e-03,7.716978e-03,1.035310e-02,31
3.800000e+03,1.892570e+03,-3.038570e+03,7.361932e-03,6.064011e-03,8.659853e-03,32
4.167451e+03,1.650195e+03,-3.044336e+03,8.754750e-03,7.440302e-03,1.006920e-02,33
4.167427e+03,1.650179e+03,-3.030560e+03,8.115803e-03,6.809341e-03,9.422265e-03,34
4.322934e+03,1.566319e+03,-3.042972e+03,8.453667e-03,7.143098e-03,9.764235e-03,35
4.322936e+03,1.566310e+03,-3.029036e+03,7.650918e-03,6.349823e-03,8.952012e-03,36
4.402346e+03,1.380718e+03,-3.028048e+03,8.198233e-03,6.890795e-03,9.505670e-03,37
4.402338e+03,1.380738e+03,-3.041938e+03,8.529813e-03,7.218272e-03,9.841354e-03,38
4.492325e+03,1.200000e+03,-3.027182e+03,8.846154e-03,7.530558e-03,1.016175e-02,39
4.492328e+03,1.200000e+03,-3.041058e+03,8.735937e-03,7.421748e-03,1.005013e-02,40
3.800000e+03,2.123425e+03,-3.036968e+03,7.850753e-03,6.547428e-03,9.154079e-03,41
4.005131e+03,2.007920e+03,-3.032294e+03,8.916251e-03,7.599790e-03,1.023271e-02,42
3.800000e+03,2.123446e+03,-3.049487e+03,8.002924e-03,6.697825e-03,9.308023e-03,43
4.005151e+03,2.007919e+03,-3.045166e+03,8.445861e-03,7.135410e-03,9.756312e-03,44
3.948121e+03,1.367931e+03,-2.993407e+03,1.125384e-02,9.898094e-03,1.260959e-02,45
3.800000e+03,1.430842e+03,-2.997529e+03,1.074666e-02,9.400799e-03,1.209253e-02,46
3.800000e+03,1.200000e+03,-2.996204e+03,1.191988e-02,1.054534e-02,1.329441e-02,47
4.030734e+03,1.200000e+03,-2.990251e+03,8.682890e-03,7.369548e-03,9.996232e-03,48
3.966541e+03,1.546809e+03,-3.007663e+03,1.022527e-02,8.889583e-03,1.156097e-02,49
3.800000e+03,1.661693e+03,-3.012626e+03,7.758676e-03,6.456398e-03,9.060953e-03,50
4.150054e+03,1.410359e+03,-3.002236e+03,7.646598e-03,6.345550e-03,8.947645e-03,51
4.261518e+03,1.200000e+03,-3.000779e+03,7.892432e-03,6.588620e-03,9.196244e-03,52
3.991520e+03,1.770523e+03,-3.020769e+03,9.426701e-03,8.103214e-03,1.075019e-02,53
3.800000e+03,1.892555e+03,-3.025511e+03,7.600032e-03,6.299520e-03,8.900545e-03,54
3.800000e+03,2.123404e+03,-3.024449e+03,7.948088e-03,6.643631e-03,9.252545e-03,55
4.005111e+03,2.007921e+03,-3.019422e+03,9.166701e-03,7.846882e-03,1.048652e-02,56
4.402354e+03,1.380698e+03,-3.014159e+03,7.803636e-03,6.500840e-03,9.106432e-03,57
4.492323e+03,1.200000e+03,-3.013306e+03,8.890173e-03,7.574040e-03,1.020631e-02,58
4.185409e+03,1.878923e+03,-3.041460e+03,8.763732e-03,7.449177e-03,1.007829e-02,59
4.185390e+03,1.878914e+03,-3.028240e+03,8.455122e-03,7.144549e-03,9.765696e-03,60
4.360815e+03,1.752679e+03,-3.041072e+03,8.191067e-03,6.883722e-03,9.498412e-03,61
4.360815e+03,1.752656e+03,-3.027404e+03,7.419159e-03,6.120609e-03,8.717709e-03,62
4.509450e+03,1.583639e+03,-3.027955e+03,7.821996e-03,6.519004e-03,9.124988e-03,63
4.509444e+03,1.583658e+03,-3.042076e+03,8.073072e-03,6.767135e-03,9.379009e-03,64
4.616915e+03,1.390314e+03,-3.041014e+03,8.160939e-03,6.853949e-03,9.467929e-03,65
4.616927e+03,1.390282e+03,-3.026907e+03,8.415260e-03,7.105180e-03,9.725340e-03,66
4.723120e+03,1.200000e+03,-3.025527e+03,8.778934e-03,7.464148e-03,1.009372e-02,67
4.723125e+03,1.200000e+03,-3.039747e+03,8.601959e-03,7.289467e-03,9.914451e-03,68
4.005061e+03,2.234603e+03,-3.044599e+03,8.529604e-03,7.218084e-03,9.841124e-03,69
4.005045e+03,2.234617e+03,-3.032146e+03,9.140514e-03,7.821004e-03,1.046002e-02,70
3.800000e+03,2.354273e+03,-3.039403e+03,7.572320e-03,6.272110e-03,8.872529e-03,71
3.800000e+03,2.354301e+03,-3.051748e+03,7.756161e-03,6.453906e-03,9.058416e-03,72
4.200197e+03,2.107623e+03,-3.026053e+03,8.621315e-03,7.308644e-03,9.933986e-03,73
4.200210e+03,2.107628e+03,-3.038727e+03,8.717994e-03,7.404040e-03,1.003195e-02,74
4.005028e+03,2.234632e+03,-3.019694e+03,9.360811e-03,8.038254e-03,1.068337e-02,75
3.800000e+03,2.354245e+03,-3.027058e+03,7.622665e-03,6.321902e-03,8.923428e-03,76
3.999424e+03,2.467420e+03,-3.036506e+03,8.689058e-03,7.375588e-03,1.000253e-02,77
3.999445e+03,2.467400e+03,-3.048855e+03,8.098344e-03,6.792106e-03,9.404581e-03,78
3.800000e+03,2.585124e+03,-3.056463e+03,7.587698e-03,6.287332e-03,8.888064e-03,79
3.800000e+03,2.585090e+03,-3.044169e+03,6.869538e-03,5.576765e-03,8.162311e-03,80
3.948113e+03,1.367933e+03,-2.979955e+03,1.128673e-02,9.930397e-03,1.264306e-02,81
3.800000e+03,1.430837e+03,-2.984146e+03,1.464358e-02,1.309473e-02,1.619244e-02,82
3.800000e+03,1.200000e+03,-2.983002e+03,1.448620e-02,1.295843e-02,1.601398e-02,83
4.030732e+03,1.200000e+03,-2.976873e+03,8.340667e-03,7.031609e-03,9.649726e-03,84
3.966523e+03,1.546818e+03,-2.994061e+03,1.021914e-02,8.883527e-03,1.155476e-02,85
3.800000e+03,1.661685e+03,-2.999111e+03,9.349801e-03,8.027378e-03,1.067222e-02,86
4.150048e+03,1.410355e+03,-2.988577e+03,7.039579e-03,5.745036e-03,8.334122e-03,87
4.261516e+03,1.200000e+03,-2.987172e+03,7.639490e-03,6.338539e-03,8.940440e-03,88
3.991496e+03,1.770521e+03,-3.007371e+03,9.584850e-03,8.259148e-03,1.091055e-02,89
3.800000e+03,1.892540e+03,-3.012451e+03,8.408580e-03,7.098651e-03,9.718509e-03,90
3.800000e+03,2.123383e+03,-3.011931e+03,8.633542e-03,7.320782e-03,9.946303e-03,91
4.005091e+03,2.007921e+03,-3.006551e+03,9.159328e-03,7.839690e-03,1.047897e-02,92
4.402362e+03,1.380679e+03,-3.000269e+03,7.453761e-03,6.154837e-03,8.752686e-03,93
4.492321e+03,1.200000e+03,-2.999430e+03,8.799664e-03,7.484766e-03,1.011456e-02,94
4.616940e+03,1.390249e+03,-3.012799e+03,8.745864e-03,7.431593e-03,1.006013e-02,95
4.723115e+03,1.200000e+03,-3.011307e+03,9.130534e-03,7.811050e-03,1.045002e-02,96
4.385376e+03,1.991705e+03,-3.037582e+03,7.835176e-03,6.532038e-03,9.138314e-03,97
4.385377e+03,1.991688e+03,-3.024487e+03,7.434962e-03,6.136255e-03,8.733668e-03,98
4.602209e+03,1.848199e+03,-3.024683e+03,7.657678e-03,6.356541e-03,8.958815e-03,99
4.602203e+03,1.848233e+03,-3.038342e+03,7.627299e-03,6.326486e-03,8.928113e-03,100
4.744520e+03,1.604650e+03,-3.026265e+03,7.404715e-03,6.106343e-03,8.703088e-03,101
4.744518e+03,1.604687e+03,-3.040630e+03,7.611265e-03,6.310630e-03,8.911899e-03,102
4.847014e+03,1.392430e+03,-3.038608e+03,8.239744e-03,6.931810e-03,9.547677e-03,103
4.847021e+03,1.392390e+03,-3.024068e+03,8.359494e-03,7.050127e-03,9.668862e-03,104
4.953894e+03,1.200000e+03,-3.022077e+03,8.081093e-03,6.775045e-03,9.387142e-03,105
4.953909e+03,1.200000e+03,-3.036844e+03,8.859061e-03,7.543250e-03,1.017487e-02,106
4.197139e+03,2.345465e+03,-3.029267e+03,7.443058e-03,6.144263e-03,8.741853e-03,107
4.197153e+03,2.345454e+03,-3.041728e+03,7.739233e-03,6.437168e-03,9.041298e-03,108
4.394966e+03,2.228433e+03,-3.036576e+03,7.684058e-03,6.382612e-03,8.985505e-03,109
4.394967e+03,2.228433e+03,-3.023897e+03,7.406391e-03,6.107999e-03,8.704783e-03,110
4.005011e+03,2.234646e+03,-3.007241e+03,9.316725e-03,7.994903e-03,1.063855e-02,111
3.800000e+03,2.354217e+03,-3.014712e+03,8.130419e-03,6.823799e-03,9.437039e-03,112
3.999403e+03,2.467441e+03,-3.024157e+03,8.964729e-03,7.647672e-03,1.028179e-02,113
3.800000e+03,2.585055e+03,-3.031875e+03,6.518472e-03,5.229131e-03,7.807813e-03,114
4.189483e+03,2.577646e+03,-3.034030e+03,6.933542e-03,5.640113e-03,8.226972e-03,115
4.189501e+03,2.577632e+03,-3.046401e+03,7.325826e-03,6.028308e-03,8.623345e-03,116
3.988741e+03,2.698744e+03,-3.053556e+03,8.012021e-03,6.706833e-03,9.317210e-03,117
3.988716e+03,2.698760e+03,-3.041276e+03,7.709479e-03,6.407753e-03,9.011204e-03,118
3.800000e+03,2.815966e+03,-3.058538e+03,7.816734e-03,6.513826e-03,9.119642e-03,119
3.800000e+03,2.815920e+03,-3.046733e+03,6.509267e-03,5.220038e-03,7.798495e-03,120
3.948106e+03,1.367936e+03,-2.966504e+03,1.081223e-02,9.466112e-03,1.215834e-02,121
3.800000e+03,1.430833e+03,-2.970762e+03,1.679535e-02,1.501194e-02,1.857877e-02,122
3.800000e+03,1.200000e+03,-2.969799e+03,1.646034e-02,1.472080e-02,1.819989e-02,123
4.030730e+03,1.200000e+03,-2.963495e+03,8.065940e-03,6.760163e-03,9.371717e-03,124
3.966505e+03,1.546827e+03,-2.980459e+03,9.937534e-03,8.606484e-03,1.126858e-02,125
3.800000e+03,1.661676e+03,-2.985597e+03,1.197247e-02,1.059442e-02,1.335053e-02,126
4.150043e+03,1.410351e+03,-2.974918e+03,6.630491e-03,5.340060e-03,7.920922e-03,127
4.261513e+03,1.200000e+03,-2.973566e+03,7.467024e-03,6.167979e-03,8.766069e-03,128
3.991472e+03,1.770519e+03,-2.993973e+03,9.460026e-03,8.136189e-03,1.078386e-02,129
3.800000e+03,1.892526e+03,-2.999391e+03,9.924451e-03,8.593483e-03,1.125542e-02,130
3.800000e+03,2.123363e+03,-2.999412e+03,1.004841e-02,8.715389e-03,1.138143e-02,131
4.005071e+03,2.007922e+03,-2.993679e+03,9.017991e-03,7.700328e-03,1.033565e-02,132
4.402370e+03,1.380659e+03,-2.986379e+03,7.126616e-03,5.831182e-03,8.422049e-03,133
4.492319e+03,1.200000e+03,-2.985554e+03,8.588838e-03,7.276671e-03,9.901005e-03,134
4.616953e+03,1.390217e+03,-2.998692e+03,9.236279e-03,7.915389e-03,1.055717e-02,135
4.723111e+03,1.200000e+03,-2.997086e+03,9.585145e-03,8.259148e-03,1.091114e-02,136
4.847028e+03,1.392350e+03,-3.009527e+03,8.391482e-03,7.081737e-03,9.701226e-03,137
4.953879e+03,1.200000e+03,-3.007310e+03,7.353527e-03,6.055668e-03,8.651386e-03,138
4.583485e+03,2.125377e+03,-3.021577e+03,7.386291e-03,6.088140e-03,8.684441e-03,139
4.583477e+03,2.125402e+03,-3.034543e+03,7.350095e-03,6.052310e-03,8.647881e-03,140
4.785426e+03,2.058033e+03,-3.034238e+03,6.837423e-03,5.544969e-03,8.129877e-03,141
4.785435e+03,2.057995e+03,-3.020891e+03,6.762071e-03,5.470375e-03,8.053767e-03,142
4.855227e+03,1.826558e+03,-3.036118e+03,7.279554e-03,5.982543e-03,8.576565e-03,143
4.855227e+03,1.826510e+03,-3.022085e+03,7.272439e-03,5.975516e-03,8.569363e-03,144
5.069089e+03,1.403908e+03,-3.020380e+03,7.456558e-03,6.157597e-03,8.755518e-03,145
5.184662e+03,1.200000e+03,-3.018238e+03,7.509803e-03,6.210247e-03,8.809359e-03,146
5.069085e+03,1.403955e+03,-3.035397e+03,8.263045e-03,6.954830e-03,9.571260e-03,147
5.184686e+03,1.200000e+03,-3.033464e+03,8.744022e-03,7.429709e-03,1.005834e-02,148
4.962790e+03,1.603874e+03,-3.022299e+03,7.357399e-03,6.059529e-03,8.655269e-03,149
4.962794e+03,1.603921e+03,-3.037085e+03,7.812810e-03,6.509925e-03,9.115695e-03,150
4.386929e+03,2.468431e+03,-3.027934e+03,6.688999e-03,5.398014e-03,7.979985e-03,151
4.386929e+03,2.468428e+03,-3.040476e+03,6.886678e-03,5.593726e-03,8.179630e-03,152
4.578882e+03,2.368464e+03,-3.037316e+03,6.363272e-03,5.075431e-03,7.651114e-03,153
4.578885e+03,2.368456e+03,-3.024496e+03,6.153984e-03,4.868088e-03,7.439880e-03,154
4.004994e+03,2.234660e+03,-2.994788e+03,8.999659e-03,7.682241e-03,1.031708e-02,155
3.800000e+03,2.354189e+03,-3.002367e+03,9.192104e-03,7.871938e-03,1.051227e-02,156
3.999382e+03,2.467462e+03,-3.011808e+03,8.929334e-03,7.612819e-03,1.024585e-02,157
3.800000e+03,2.585021e+03,-3.019582e+03,6.834333e-03,5.541908e-03,8.126757e-03,158
3.988690e+03,2.698776e+03,-3.028995e+03,7.570571e-03,6.270386e-03,8.870757e-03,159
3.800000e+03,2.815873e+03,-3.034927e+03,6.002971e-03,4.718451e-03,7.287492e-03,160
4.377659e+03,2.713469e+03,-3.031366e+03,5.625598e-03,4.344371e-03,6.906825e-03,161
4.377677e+03,2.713504e+03,-3.043625e+03,6.572896e-03,5.283057e-03,7.862735e-03,162
4.182075e+03,2.819721e+03,-3.034026e+03,7.117461e-03,5.822151e-03,8.412771e-03,163
4.182083e+03,2.819732e+03,-3.045621e+03,7.938740e-03,6.634436e-03,9.243044e-03,164
3.999600e+03,2.928498e+03,-3.048333e+03,9.065262e-03,7.746791e-03,1.038373e-02,165
3.999600e+03,2.928502e+03,-3.037345e+03,9.112558e-03,7.793477e-03,1.043164e-02,166
3.800000e+03,3.046715e+03,-3.042508e+03,8.418142e-03,7.108101e-03,9.728183e-03,167
3.800000e+03,3.046770e+03,-3.052975e+03,8.664990e-03,7.351842e-03,9.978138e-03,168
3.948098e+03,1.367938e+03,-2.953052e+03,9.844240e-03,8.514766e-03,1.117371e-02,169
3.800000e+03,1.430828e+03,-2.957378e+03,2.644567e-02,2.253378e-02,3.035757e-02,170
3.800000e+03,1.200000e+03,-2.956596e+03,2.172830e-02,1.874127e-02,2.471534e-02,171
4.030728e+03,1.200000e+03,-2.950117e+03,8.082717e-03,6.776745e-03,9.388690e-03,172
3.966488e+03,1.546836e+03,-2.966858e+03,9.120384e-03,7.801320e-03,1.043945e-02,173
3.800000e+03,1.661667e+03,-2.972082e+03,1.562713e-02,1.399484e-02,1.725942e-02,174
4.150037e+03,1.410346e+03,-2.961258e+03,6.359028e-03,5.071195e-03,7.646862e-03,175
4.261510e+03,1.200000e+03,-2.959959e+03,7.539970e-03,6.240142e-03,8.839797e-03,176
3.991448e+03,1.770518e+03,-2.980575e+03,9.054739e-03,7.736544e-03,1.037293e-02,177
3.800000e+03,1.892511e+03,-2.986332e+03,1.232815e-02,1.093895e-02,1.371734e-02,178
3.800000e+03,2.123342e+03,-2.986893e+03,1.248616e-02,1.109021e-02,1.388211e-02,179
4.005051e+03,2.007923e+03,-2.980807e+03,8.740299e-03,7.426254e-03,1.005434e-02,180
4.402379e+03,1.380639e+03,-2.972490e+03,6.879814e-03,5.586914e-03,8.172714e-03,181
4.492317e+03,1.200000e+03,-2.971678e+03,8.221467e-03,6.913862e-03,9.529073e-03,182
4.616965e+03,1.390185e+03,-2.984585e+03,9.861053e-03,8.531020e-03,1.119109e-02,183
4.723106e+03,1.200000e+03,-2.982866e+03,1.035714e-02,9.018787e-03,1.169550e-02,184
4.847035e+03,1.392310e+03,-2.994987e+03,8.339717e-03,7.030632e-03,9.648803e-03,185
4.953864e+03,1.200000e+03,-2.992543e+03,6.675930e-03,5.385041e-03,7.966819e-03,186
5.069093e+03,1.403860e+03,-3.005364e+03,6.685097e-03,5.394127e-03,7.976066e-03,187
5.184639e+03,1.200000e+03,-3.003012e+03,6.513264e-03,5.223950e-03,7.802577e-03,188
4.770073e+03,2.265479e+03,-3.034370e+03,6.103129e-03,4.817700e-03,7.388557e-03,189
4.770079e+03,2.265460e+03,-3.021308e+03,6.073585e-03,4.788444e-03,7.358726e-03,190
4.917746e+03,2.169119e+03,-3.031295e+03,6.455096e-03,5.166389e-03,7.743803e-03,191
4.917747e+03,2.169092e+03,-3.017959e+03,6.655725e-03,5.365087e-03,7.946363e-03,192
4.989841e+03,1.993997e+03,-3.031691e+03,6.913333e-03,5.620120e-03,8.206545e-03,193
4.989842e+03,1.993948e+03,-3.017840e+03,6.703568e-03,5.412448e-03,7.994689e-03,194
5.086835e+03,1.793337e+03,-3.032674e+03,7.422056e-03,6.123505e-03,8.720606e-03,195
5.086834e+03,1.793279e+03,-3.018131e+03,6.749876e-03,5.458281e-03,8.041470e-03,196
5.415433e+03,1.200000e+03,-3.028473e+03,8.530650e-03,7.219100e-03,9.842201e-03,197
5.299919e+03,1.404035e+03,-3.031221e+03,8.180434e-03,6.873211e-03,9.487656e-03,198
5.415416e+03,1.200000e+03,-3.013448e+03,7.685002e-03,6.383531e-03,8.986473e-03,199
5.299914e+03,1.403978e+03,-3.015993e+03,7.327689e-03,6.030117e-03,8.625262e-03,200
5.184562e+03,1.604590e+03,-3.033455e+03,7.773670e-03,6.471221e-03,9.076119e-03,201
5.184554e+03,1.604533e+03,-3.018253e+03,6.586614e-03,5.296614e-03,7.876614e-03,202
4.569063e+03,2.599278e+03,-3.027827e+03,5.110005e-03,3.832983e-03,6.387028e-03,203
4.569066e+03,2.599286e+03,-3.040497e+03,5.736151e-03,4.453994e-03,7.018308e-03,204
4.755247e+03,2.502821e+03,-3.037069e+03,5.455762e-03,4.175958e-03,6.735567e-03,205
4.755249e+03,2.502805e+03,-3.024160e+03,5.512758e-03,4.232488e-03,6.793029e-03,206
4.550965e+03,2.833879e+03,-3.024611e+03,5.689477e-03,4.407710e-03,6.971243e-03,207
4.550960e+03,2.833900e+03,-3.036243e+03,6.477208e-03,5.188325e-03,7.766091e-03,208
4.004977e+03,2.234674e+03,-2.982335e+03,8.577937e-03,7.265947e-03,9.889927e-03,209
3.800000e+03,2.354161e+03,-2.990022e+03,1.119890e-02,9.844210e-03,1.255359e-02,210
3.999361e+03,2.467482e+03,-2.999459e+03,8.676934e-03,7.363728e-03,9.990139e-03,211
3.800000e+03,2.584987e+03,-3.007288e+03,7.522546e-03,6.222901e-03,8.822190e-03,212
3.988665e+03,2.698792e+03,-3.016715e+03,7.292918e-03,5.995748e-03,8.590087e-03,213
3.800000e+03,2.815827e+03,-3.023121e+03,6.024939e-03,4.740230e-03,7.309648e-03,214
3.999599e+03,2.928507e+03,-3.026356e+03,9.168795e-03,7.848982e-03,1.048861e-02,215
3.800000e+03,3.046661e+03,-3.032041e+03,8.466366e-03,7.155730e-03,9.777002e-03,216
4.373018e+03,2.936359e+03,-3.035900e+03,7.667519e-03,6.366327e-03,8.968710e-03,217
4.373044e+03,2.936366e+03,-3.025212e+03,7.508816e-03,6.209372e-03,8.808259e-03,218
4.198469e+03,3.045383e+03,-3.028289e+03,8.410014e-03,7.100105e-03,9.719924e-03,219
4.198437e+03,3.045361e+03,-3.038424e+03,8.364216e-03,7.054842e-03,9.673589e-03,220
3.995898e+03,3.156278e+03,-3.032490e+03,1.002096e-02,8.688222e-03,1.135370e-02,221
3.995857e+03,3.156247e+03,-3.042045e+03,8.910208e-03,7.593757e-03,1.022666e-02,222
3.800000e+03,3.277585e+03,-3.049035e+03,8.382325e-03,7.072630e-03,9.692020e-03,223
3.800000e+03,3.277521e+03,-3.039716e+03,9.254045e-03,7.932931e-03,1.057516e-02,224
3.948090e+03,1.367940e+03,-2.939600e+03,8.146558e-03,6.839854e-03,9.453261e-03,225
3.800000e+03,1.430824e+03,-2.943995e+03,4.081229e-02,3.438183e-02,4.724276e-02,226
3.800000e+03,1.200000e+03,-2.943394e+03,2.965408e-02,2.510232e-02,3.420584e-02,227
4.030726e+03,1.200000e+03,-2.936739e+03,8.850831e-03,7.535388e-03,1.016627e-02,228
3.966470e+03,1.546845e+03,-2.953256e+03,7.838570e-03,6.535422e-03,9.141718e-03,229
3.800000e+03,1.661659e+03,-2.958567e+03,2.037132e-02,1.771470e-02,2.302795e-02,230
4.150031e+03,1.410342e+03,-2.947599e+03,6.187796e-03,4.901572e-03,7.474019e-03,231
4.261508e+03,1.200000e+03,-2.946352e+03,8.062496e-03,6.756758e-03,9.368235e-03,232
3.991424e+03,1.770516e+03,-2.967177e+03,8.366744e-03,7.057386e-03,9.676102e-03,233
3.800000e+03,1.892496e+03,-2.973272e+03,1.532275e-02,1.371589e-02,1.692961e-02,234
3.800000e+03,2.123321e+03,-2.974374e+03,1.524609e-02,1.364565e-02,1.684653e-02,235
4.005030e+03,2.007923e+03,-2.967935e+03,8.262245e-03,6.954150e-03,9.570339e-03,236
4.402387e+03,1.380620e+03,-2.958600e+03,6.704300e-03,5.413147e-03,7.995453e-03,237
4.492315e+03,1.200000e+03,-2.957802e+03,7.877626e-03,6.574022e-03,9.181231e-03,238
4.616978e+03,1.390152e+03,-2.970478e+03,1.076531e-02,9.419475e-03,1.211115e-02,239
4.723101e+03,1.200000e+03,-2.968646e+03,1.144708e-02,1.008573e-02,1.280843e-02,240
4.847042e+03,1.392270e+03,-2.980447e+03,8.186659e-03,6.879441e-03,9.493876e-03,241
4.953849e+03,1.200000e+03,-2.977777e+03,6.110813e-03,4.825266e-03,7.396361e-03,242
5.069098e+03,1.403813e+03,-2.990348e+03,6.017017e-03,4.732333e-03,7.301701e-03,243
5.184616e+03,1.200000e+03,-2.987786e+03,5.789158e-03,4.506487e-03,7.071829e-03,244
5.415399e+03,1.200000e+03,-2.998423e+03,6.961509e-03,5.667769e-03,8.255249e-03,245
5.299909e+03,1.403920e+03,-3.000765e+03,6.505878e-03,5.216649e-03,7.795107e-03,246
4.967533e+03,2.364387e+03,-3.032201e+03,5.303668e-03,4.025111e-03,6.582226e-03,247
4.967531e+03,2.364361e+03,-3.018916e+03,5.346622e-03,4.067725e-03,6.625518e-03,248
5.530645e+03,1.400485e+03,-3.010521e+03,7.716687e-03,6.414876e-03,9.018497e-03,249
5.646161e+03,1.200000e+03,-3.008280e+03,8.138572e-03,6.831866e-03,9.445278e-03,250
5.530634e+03,1.400556e+03,-3.025449e+03,8.029013e-03,6.723597e-03,9.334428e-03,251
5.646171e+03,1.200000e+03,-3.023036e+03,8.296771e-03,6.988149e-03,9.605394e-03,252
5.093738e+03,2.183780e+03,-3.014621e+03,6.128408e-03,4.842757e-03,7.414060e-03,253
5.093736e+03,2.183809e+03,-3.028243e+03,6.206136e-03,4.919767e-03,7.492504e-03,254
5.194773e+03,1.990346e+03,-3.013922e+03,6.247537e-03,4.960779e-03,7.534295e-03,255
5.194773e+03,1.990405e+03,-3.028137e+03,6.705568e-03,5.414426e-03,7.996711e-03,256
5.303134e+03,1.793071e+03,-3.013840e+03,6.425647e-03,5.137204e-03,7.714090e-03,257
5.303142e+03,1.793140e+03,-3.028685e+03,7.255879e-03,5.959107e-03,8.552651e-03,258
5.420170e+03,1.592970e+03,-3.027922e+03,7.584251e-03,6.283914e-03,8.884588e-03,259
5.420161e+03,1.592908e+03,-3.012825e+03,6.632623e-03,5.342176e-03,7.923070e-03,260
4.759945e+03,2.750140e+03,-3.023742e+03,4.298263e-03,3.027386e-03,5.569140e-03,261
4.759943e+03,2.750190e+03,-3.036122e+03,5.040376e-03,3.763929e-03,6.316824e-03,262
4.932544e+03,2.603879e+03,-3.035167e+03,4.463113e-03,3.191013e-03,5.735214e-03,263
4.932535e+03,2.603852e+03,-3.022143e+03,4.051994e-03,2.782988e-03,5.320999e-03,264
4.690141e+03,2.938859e+03,-3.029923e+03,5.608011e-03,4.326958e-03,6.889065e-03,265
4.690158e+03,2.938853e+03,-3.018872e+03,5.459533e-03,4.179727e-03,6.739338e-03,266
4.566916e+03,3.030094e+03,-3.018398e+03,6.340411e-03,5.052834e-03,7.627989e-03,267
4.566889e+03,3.030073e+03,-3.028601e+03,6.254573e-03,4.967787e-03,7.541359e-03,268
4.004960e+03,2.234688e+03,-2.969882e+03,7.845766e-03,6.542531e-03,9.149001e-03,269
3.800000e+03,2.354134e+03,-2.977677e+03,1.428820e-02,1.278165e-02,1.579475e-02,270
3.999340e+03,2.467503e+03,-2.987110e+03,8.131161e-03,6.824629e-03,9.437693e-03,271
3.800000e+03,2.584953e+03,-2.994994e+03,8.944195e-03,7.627390e-03,1.026100e-02,272
3.988639e+03,2.698808e+03,-3.004434e+03,6.859043e-03,5.566357e-03,8.151729e-03,273
